n,o,l
E06000013,11.959209,14.0
E06000054,10.821472,6.0
E08000027,17.826878,18.0
E10000024,25.719421,21.0
E06000042,6.7169743,13.0
E09000023,6.221625,7.0
E08000010,20.091595,9.0
E09000020,2.0053902,4.0
E06000051,15.170854,8.0
E10000014,43.468967,54.0
E06000057,14.386104,19.0
E06000005,8.777961,6.0
E06000055,11.954678,15.0
E08000008,6.864611,8.0
E08000019,35.340576,36.0
E08000005,8.943656,6.0
E08000021,14.705696,34.0
E08000033,3.2409184,7.0
E09000016,3.5155227,4.0
E08000031,24.136972,8.0
E09000006,7.642258,17.0
E06000045,7.9744334,15.0
E06000034,2.9422796,7.0
E10000003,20.327717,27.0
E06000052,8.150522,4.0
E08000034,11.901556,13.0
E09000027,2.1147335,8.0
E06000016,15.586233,12.0
E06000006,4.1113725,5.0
E08000024,20.175617,25.0
E10000006,45.795567,44.0
E08000013,12.355585,8.0
E09000018,5.126698,17.0
E06000021,16.383915,21.0
E06000002,9.826336,12.0
E09000009,13.914572,12.0
E06000009,12.571966,7.0
E10000021,11.643953,12.0
E10000027,13.356671,13.0
E10000002,12.988549,6.0
E10000018,19.458128,17.0
E09000001,1.2771244,0.0
E10000007,32.990246,7.0
E08000026,8.972755,6.0
E10000015,45.359703,33.0
E08000023,17.355846,24.0
E06000049,21.602066,25.0
E08000003,18.695042,17.0
E08000025,35.63608,35.0
E09000029,2.129416,4.0
E09000017,4.90315,3.0
E09000002,2.1042156,0.0
E10000032,24.30696,22.0
E10000020,46.733593,52.0
E08000022,5.074378,15.0
E08000004,13.424552,13.0
E08000007,16.558279,26.0
E06000056,8.619259,4.0
E06000033,2.689635,5.0
E10000030,31.984203,27.0
E06000040,4.488982,2.0
E10000008,16.628082,7.0
E09000021,11.13122,16.0
E08000014,3.934512,12.0
E06000014,12.2392235,12.0
E10000016,85.38795,69.0
E06000008,6.5519276,8.0
E10000023,31.458412,34.0
E10000017,48.9016,64.0
E09000015,15.014746,6.0
E08000011,12.547804,10.0
E06000041,4.8314185,10.0
E08000035,39.212273,21.0
E06000035,9.030339,8.0
E10000011,11.84161,11.0
E06000012,2.3966491,0.0
E06000047,49.0079,46.0
E06000007,12.159181,16.0
E10000029,27.33469,25.0
E06000030,6.2239776,3.0
E06000038,10.858874,5.0
E08000009,8.853977,12.0
E06000011,25.522514,28.0
E08000015,15.426839,8.0
E06000043,4.814529,4.0
E10000025,22.300957,32.0
E06000018,8.434524,6.0
E10000013,22.320467,13.0
E08000037,20.519691,22.0
E08000002,11.880468,11.0
E06000026,4.5776052,2.0
E06000017,1.10332,0.0
E06000027,0.0,1.0
E06000022,2.3999608,1.0
E10000031,24.306107,17.0
E06000024,7.417582,9.0
E06000046,5.5320334,1.0
E09000026,4.3917956,16.0
E06000050,20.737068,19.0
E06000059,5.105005,3.0
E06000031,8.439333,8.0
E10000019,14.929489,11.0
E06000044,2.4481854,2.0
E09000008,13.099223,21.0
E08000030,22.12321,21.0
E10000012,57.689358,40.0
E09000022,7.5637603,7.0
E06000003,7.0644345,6.0
E06000004,9.080085,10.0
E08000018,18.720026,16.0
E08000036,7.6201215,19.0
E09000003,10.226335,9.0
E08000016,15.214047,10.0
E09000004,5.9588766,11.0
E08000001,15.95284,14.0
E08000012,21.657394,21.0
E06000032,6.0688186,0.0
E09000005,8.089137,12.0
E10000034,15.523538,14.0
E06000001,8.335587,4.0
E08000032,34.786785,26.0
E06000015,7.6593156,1.0
E06000037,5.9915047,5.0
E09000010,8.249588,3.0
E06000039,4.6693363,9.0
E08000017,18.593023,22.0
E10000028,36.402653,31.0
E06000020,6.847278,8.0
E06000036,2.9997892,1.0
