n,o,l
E06000013,9.542962,7.0
E06000054,11.945241,17.0
E08000027,17.833027,16.0
E10000024,28.237942,27.0
E06000042,12.130368,15.0
E09000023,22.521646,28.0
E08000010,28.82699,25.0
E09000020,8.470474,7.0
E06000051,13.0105295,17.0
E10000014,79.63234,79.0
E06000057,14.796006,5.0
E06000005,34.958294,31.0
E06000055,13.95333,16.0
E08000008,18.32865,20.0
E08000019,48.62886,71.0
E08000005,21.267681,20.0
E08000021,26.115519,20.0
E08000033,8.156693,6.0
E09000016,23.091463,17.0
E08000031,25.67996,31.0
E09000006,9.811471,11.0
E06000045,4.4432054,8.0
E06000034,18.875395,13.0
E10000003,17.653303,21.0
E06000052,15.811692,19.0
E08000034,7.417873,5.0
E09000027,21.513008,9.0
E06000016,11.347846,8.0
E06000006,42.88301,34.0
E08000024,58.591537,52.0
E10000006,16.716028,9.0
E08000013,14.463896,9.0
E09000018,14.561754,15.0
E06000021,13.841038,19.0
E06000002,13.080756,15.0
E09000009,31.378181,33.0
E06000009,28.764872,18.0
E10000021,14.448486,14.0
E10000027,20.502733,21.0
E10000002,20.678207,13.0
E10000018,2.850186,0.0
E09000001,5.662461,15.0
E10000007,27.954275,29.0
E08000026,18.437788,18.0
E10000015,69.13156,57.0
E08000023,15.126648,16.0
E06000049,27.736414,31.0
E08000003,49.369045,40.0
E08000025,60.798164,45.0
E09000029,17.024542,54.0
E09000017,17.003168,17.0
E09000002,12.260525,17.0
E10000032,35.334637,31.0
E10000020,16.35091,14.0
E08000022,48.511074,53.0
E08000004,32.683105,16.0
E08000007,27.018978,38.0
E06000056,17.920532,9.0
E06000033,9.592413,10.0
E10000030,73.83471,95.0
E06000040,4.529881,2.0
E10000008,23.321577,24.0
E09000021,27.00577,32.0
E08000014,11.06129,11.0
E06000014,5.838955,12.0
E10000016,113.17546,116.0
E06000008,11.354375,11.0
E10000023,27.266554,26.0
E10000017,87.36934,83.0
E09000015,20.213793,23.0
E08000011,17.305569,16.0
E06000041,10.518448,17.0
E08000035,42.774193,28.0
E06000035,20.09516,11.0
E10000011,15.198195,13.0
E06000012,3.891812,4.0
E06000047,52.014935,45.0
E06000007,22.75003,16.0
E10000029,30.595526,18.0
E06000030,13.10631,15.0
E06000038,17.116333,27.0
E08000009,20.026257,11.0
E06000011,17.194738,17.0
E08000015,36.73279,35.0
E06000043,9.631675,9.0
E10000025,50.088924,52.0
E06000018,14.546761,13.0
E10000013,47.431423,40.0
E08000037,31.537542,20.0
E08000002,21.887217,21.0
E06000026,6.1373916,12.0
E06000017,3.2355154,1.0
E06000027,0.0,3.0
E06000022,7.9001665,6.0
E10000031,30.250965,27.0
E06000024,4.0260425,5.0
E06000046,3.6834831,1.0
E09000026,22.375864,19.0
E06000050,24.752113,15.0
E06000059,8.939256,4.0
E06000031,3.5918572,7.0
E10000019,25.475729,22.0
E06000044,9.442915,4.0
E09000008,34.169254,26.0
E08000030,18.964825,22.0
E10000012,69.5162,81.0
E09000022,29.62675,16.0
E06000003,8.83726,14.0
E06000004,9.114167,9.0
E08000018,20.69195,35.0
E08000036,18.935179,15.0
E09000003,27.983515,22.0
E08000016,21.077707,32.0
E09000004,14.202151,10.0
E08000001,32.196045,35.0
E08000012,47.97572,36.0
E06000032,24.929296,15.0
E09000005,32.254883,25.0
E10000034,32.726383,25.0
E06000001,5.330487,4.0
E08000032,26.372227,13.0
E06000015,10.222377,4.0
E06000037,7.3260922,12.0
E09000010,25.91482,14.0
E06000039,10.719531,14.0
E08000017,8.152438,10.0
E10000028,45.238544,40.0
E06000020,0.912431,3.0
E06000036,18.390787,28.0
