n,o,l
avila,27.676271,14.0
cadiz,22.80882,43.0
ciudad_real,1.3456408,121.0
soria,17.992977,40.0
huelva,10.537928,7.0
bizkaia,161.69296,154.0
jaen,23.592913,12.0
guadalajara,1.3458112,61.0
badajoz,17.053118,15.0
leon,38.089092,186.0
malaga,48.87528,81.0
segovia,70.190155,81.0
albacete,1.4808038,37.0
gipuzkoa,54.125095,75.0
alicante,62.26589,111.0
burgos,22.434072,25.0
tarragona,37.586872,0.0
cuenca,1.3462962,10.0
valladolid,69.367226,180.0
toledo,52.80205,46.0
caceres,37.10718,63.0
araba/alava,1.3456784,20.0
girona,51.644787,0.0
zamora,695.10144,5.0
cordoba,15.116921,21.0
barcelona,32.521084,1002.0
lleida,45.02297,48.0
castellon,21.972805,17.0
valencia,79.29804,25.0
granada,42.096016,47.0
salamanca,64.37682,12.0
almeria,12.473661,2.0
palencia,18.57278,9.0
sevilla,45.799633,76.0
